animal_type,country,weight_kg,body_length_cm,gender,latitude,longitude,observation_date,data_compiled_by
red squirrel,Slovakia,0.329,19.0,female,48.18685,17.091228,21.03.2024,John Johnson
European bison,Poland,1000.0,320.0,male,52.82547,23.81307,22.03.2024,Anne Anthony
hedgehog,Hungary,1.1,18.0,male,48.503062,20.551698,22.03.2024,Anne Anthony
red squirrel,DE,0.306,23.0,male,52.584352,13.148089,22.03.2024,Bob Bobson
red squirrel,Germany,0.334,19.0,male,52.587863,13.147785,22.03.2024,Bob Bobson
red squirrel,Germany,0.334,21.0,male,52.587734,13.151378,22.03.2024,Bob Bobson
red squirrel,Germany,0.329,19.0,female,52.582754,13.145364,22.03.2024,Bob Bobson
red squirrel,Germany,0.317,22.0,male,52.585517,13.150878,22.03.2024,Bob Bobson
red squirrel,Germany,0.267,21.0,female,52.588834,13.15192,22.03.2024,Bob Bobson
European bison,CC,603.0,291.0,male,50.644813,14.839817,22.03.2024,John Johnson
European bison,CC,717.0,305.0,male,50.635565,14.83932,22.03.2024,John Johnson
European bison,Czech Republic,390.0,145.0,female,50.639856,14.847626,22.03.2024,John Johnson
hedgehog,Czech Republic,0.6,21.0,female,49.939062,14.17875,22.03.2024,John Johnson
hedgehog,CZ,1.1,21.0,male,49.939165,14.182528,22.03.2024,John Johnson
hedgehog,Czech Republic,0.7,18.0,female,49.937562,14.181101,22.03.2024,John Johnson
hedgehog,Czech Republic,1.2,23.0,male,49.939201,14.178923,22.03.2024,John Johnson
lynx,Slovakia,25.0,96.0,female,48.410693,18.832845,22.03.2024,John Johnson
European bison,Poland,660.0,246.0,female,52.824079,23.81279,23.03.2024,Anne Anthony
European bison,Poland,619.0,248.0,female,52.826081,23.815823,23.03.2024,Anne Anthony
hedgehog,HU,0.6,19.0,female,48.503498,20.539662,23.03.2024,Anne Anthony
hedgehog,Hungary,0.8,25.0,male,48.509298,20.551977,23.03.2024,Anne Anthony
hedgehog,Hungary,0.4,15.0,female,48.506206,20.565308,23.03.2024,Anne Anthony
hedgehog,Hungary,1.1,22.0,male,48.50509,20.539448,23.03.2024,Anne Anthony
hedgehog,Poland,0.8,20.0,female,52.215039,21.032591,23.03.2024,Anne Anthony
hedgehog,Poland,0.5,19.0,female,52.215085,21.034198,23.03.2024,Anne Anthony
red squirrel,Poland,0.348,20.0,female,50.04186,19.950192,23.03.2024,Anne Anthony
red squirrel,Hungary,0.301,18.0,male,47.51026,18.947838,23.03.2024,Anne Anthony
hedgehog,Czech Republic,0.7,20.0,female,49.937454,14.182121,23.03.2024,John Johnson
hedgehog,Czech Republic,1.0,21.0,female,49.937788,14.180368,23.03.2024,John Johnson
red squirrel,PL,0.286,20.0,female,50.04113,19.949698,24.03.2024,Anne Anthony
red squirrel,Poland,0.282,21.0,female,50.041522,19.950563,24.03.2024,Anne Anthony
hedgehog,Austria,0.8,18.0,male,47.781882,14.384802,24.03.2024,Bob Bobson
hedgehog,Austria,0.6,19.0,male,47.781019,14.385089,24.03.2024,Bob Bobson
hedgehog,Austria,0.5,20.0,male,47.319782,11.190836,24.03.2024,Bob Bobson
hedgehog,Austria,0.6,16.0,female,47.32002,11.18557,24.03.2024,Bob Bobson
hedgehog,Austria,0.6,20.0,male,47.318793,11.185855,24.03.2024,Bob Bobson
hedgehog,Austria,1.1,23.0,female,47.316963,11.188761,24.03.2024,Bob Bobson
hedgehog,DE,0.8,16.0,male,52.582072,13.149185,24.03.2024,Bob Bobson
hedgehog,Germany,1.2,23.0,male,52.58572,13.148613,24.03.2024,Bob Bobson
hedgehog,Germany,0.7,19.0,female,52.587827,13.148164,24.03.2024,Bob Bobson
hedgehog,Germany,0.9,151.0,female,52.583004,13.150686,24.03.2024,Bob Bobson
hedgehog,Germany,1.2,22.0,male,52.587058,13.149675,24.03.2024,Bob Bobson
hedgehog,Germany,0.7,16.0,female,52.587539,13.146575,24.03.2024,Bob Bobson
hedgehog,Germany,0.6,25.0,male,52.587183,13.146661,24.03.2024,Bob Bobson
hedgehog,Germany,1.0,24.0,male,52.586487,13.150015,24.03.2024,Bob Bobson
red squirrel,Germany,0.313,23.0,female,52.588779,13.147948,24.03.2024,Bob Bobson
red squirrel,Germany,0.268,21.0,male,52.587089,13.151807,24.03.2024,Bob Bobson
red squirrel,Austria,0.323,21.0,male,47.781847,14.386835,24.03.2024,Bob Bobson
red squirrel,Austria,0.272,20.0,female,47.781296,14.383799,24.03.2024,Bob Bobson
red squirrel,Austria,0.34,20.0,male,47.781538,14.384561,24.03.2024,Bob Bobson
red squirrel,Austria,0.332,18.0,female,47.781345,14.382936,24.03.2024,Bob Bobson
red squirrell,Germany,0.286,19.0,female,52.582658,13.148057,24.03.2024,Bob Bobson
hedgehog,Czech Republic,0.8,18.0,male,49.938688,14.179603,24.03.2024,John Johnson
red squirrel,Czech Republic,0.336,22.0,female,49.939212,14.180839,24.03.2024,John Johnson
red squirrel,Slovakia,0.2,14.0,female,48.186611,17.090271,24.03.2024,John Johnson
hedgehog,Poland,0.9,22.0,female,52.214494,21.033154,25.03.2024,Anne Anthony
hedgehog,Poland,1.0,21.0,male,52.214419,21.033441,25.03.2024,Anne Anthony
hedgehog,CZ,0.4,12.0,female,49.937893,14.18083,25.03.2024,John Johnson
red squirrel,Czech Republic,0.336,23.0,male,49.939262,14.179613,25.03.2024,John Johnson
red squirrel,Slovakia,0.254,18.0,male,48.239854,17.086693,25.03.2024,John Johnson
red squirrel,Slovakia,0.294,23.0,male,48.22668,17.081529,25.03.2024,John Johnson
red squirrel,Slovakia,0.265,22.0,female,48.23862,17.074393,25.03.2024,John Johnson
European bison,Poland,823.0,305.0,male,52.82429,23.813465,26.03.2024,Anne Anthony
European bison,Poland,594.0,243.0,male,52.825554,23.812594,26.03.2024,Anne Anthony
red squirrel,Poland,0.31,24.0,male,50.041235,19.951284,26.03.2024,Anne Anthony
red squirrel,Hungary,-0.251,20.0,female,47.508618,18.944915,26.03.2024,Anne Anthony
hedgehog,Czech Republic,0.7,16.0,male,49.93915,14.179388,26.03.2024,John Johnson
hedgehog,Czech Republic,0.6,17.0,female,49.938346,14.18024,26.03.2024,John Johnson
hedgehog,Poland,1.1,20.0,female,52.214766,21.030532,27.03.2024,Anne Anthony
red squirrel,Poland,0.336,19.0,male,50.041489,19.950768,27.03.2024,Anne Anthony
hedgehog,Germany,0.7,23.0,female,52.587532,13.152361,27.03.2024,Bob Bobson
hedgehog,DE,0.7,17.0,male,48.161584,11.494938,27.03.2024,Bob Bobson
hedgehog,Germany,0.9,18.0,female,48.160459,11.493142,27.03.2024,Bob Bobson
hedgehog,Germany,0.5,20.0,male,48.160834,11.489874,27.03.2024,Bob Bobson
hedgehog,Czech Republic,0.5,16.0,male,49.938845,14.182246,27.03.2024,John Johnson
hedgehog,Czech Republic,0.8,17.0,female,49.938959,14.180078,27.03.2024,John Johnson
red squirrel,CZ,0.277,22.0,male,49.939097,14.179435,27.03.2024,John Johnson
red squirrel,Slovakia,0.321,18.0,female,48.226708,17.087853,27.03.2024,John Johnson
red squirrell,Czech Republic,0.271,19.0,female,49.938523,14.18244,27.03.2024,John Johnson
European bison,Poland,510.0,222.0,female,52.807537,23.700909,28.03.2024,Anne Anthony
red squirrel,Poland,0.328,23.0,female,50.041504,19.950218,28.03.2024,Anne Anthony
red squirrel,Poland,0.278,23.0,female,50.041119,19.94973,28.03.2024,Anne Anthony
hedgehog,Czech Republic,0.6,18.0,female,49.937805,14.179716,28.03.2024,John Johnson
hedgehog,Czech Republic,0.7,15.0,female,49.93933,14.177877,28.03.2024,John Johnson
red squirrel,Hungary,0.273,23.0,female,47.507157,18.940379,29.03.2024,Anne Anthony
red squirrel,Austria,0.336,20.0,female,47.780752,14.383452,29.03.2024,Bob Bobson
red squirrel,Austria,0.29,19.0,male,47.781078,14.384559,29.03.2024,Bob Bobson
red squirrell,Austria,0.337,22.0,male,47.781088,14.385534,29.03.2024,Bob Bobson
hedgehog,Slovakia,0.7,16.0,male,48.409138,18.863577,29.03.2024,John Johnson
lynx,Slovakia,16.0,62.0,female,48.409448,18.845591,29.03.2024,John Johnson
red squirrel,Poland,0.289,24.0,male,50.041382,19.949403,30.03.2024,Anne Anthony
hedgehog,Germany,1.1,25.0,male,48.160773,11.49368,30.03.2024,Bob Bobson
hedgehog,Germany,0.6,15.0,female,48.160813,11.492539,30.03.2024,Bob Bobson
hedgehog,Germany,0.5,20.0,female,48.161605,11.49115,30.03.2024,Bob Bobson
hedgehog,Germany,0.7,20.0,male,48.162593,11.491872,30.03.2024,Bob Bobson
hedgehog,Germany,0.6,15.0,female,48.16142,11.495056,30.03.2024,Bob Bobson
hedgehog,Germany,0.5,16.0,female,48.162549,11.492991,30.03.2024,Bob Bobson
hedgehog,Germany,0.9,19.0,male,48.161646,11.493511,30.03.2024,Bob Bobson
lynx,Slovakia,21.0,85.0,male,48.405213,18.84085,30.03.2024,John Johnson
red squirrel,Czech Republic,0.288,18.0,male,49.939,14.182239,30.03.2024,John Johnson
red squirrel,Slovakia,0.287,21.0,male,48.224897,17.085979,30.03.2024,John Johnson
red squirrel,Slovakia,0.286,18.0,male,48.228961,17.076478,30.03.2024,John Johnson
European bison,Poland,970.0,307.0,male,52.805402,23.691244,31.03.2024,Anne Anthony
red squirrel,Poland,0.323,20.0,female,50.041366,19.949444,31.03.2024,Anne Anthony
red squirrel,Hungary,-0.25,19.0,female,47.509538,18.945968,31.03.2024,Anne Anthony
hedgehog,Slovakia,0.9,19.0,female,48.407464,18.87406,31.03.2024,John Johnson
lynx,Slovakia,20.0,78.0,female,48.40979,18.870341,31.03.2024,John Johnson
European bison,Poland,459.0,212.0,female,52.807403,23.683044,01.04.2024,Anne Anthony
European bison,Poland,705.0,280.0,female,52.803733,23.686928,01.04.2024,Anne Anthony
red squirrel,Poland,0.323,19.0,female,50.041804,19.951361,01.04.2024,Anne Anthony
red squirrel,Hungary,0.337,18.0,female,47.511558,18.942454,01.04.2024,Anne Anthony
hedgehog,Slovakia,1.1,22.0,male,48.409754,18.870477,01.04.2024,John Johnson
lynx,Czech Republic,26.0,81.0,female,50.884012,14.370554,01.04.2024,John Johnson
red squirrel,Czech Republic,0.283,22.0,female,49.939191,14.180256,01.04.2024,John Johnson
red squirrel,Slovakia,0.26,22.0,female,48.23123,17.090253,01.04.2024,John Johnson
hedgehog,Hungary,0.6,20.0,female,48.504425,20.548744,02.04.2024,Anne Anthony
lynx,Poland,22.0,101.0,male,52.824599,23.816842,02.04.2024,Anne Anthony
red squirrel,Poland,0.294,19.0,male,50.041131,19.949543,02.04.2024,Anne Anthony
red squirrel,Poland,,,male,50.041552,19.949984,02.04.2024,Anne Anthony
red squirrel,Poland,0.312,23.0,female,50.041945,19.94932,02.04.2024,Anne Anthony
red squirrel,Poland,0.29,24.0,male,50.041925,19.950894,02.04.2024,Anne Anthony
red squirrel,Hungary,0.258,21.0,female,47.511582,18.942341,02.04.2024,Anne Anthony
hedgehog,Austria,0.8,15.0,female,47.319091,11.188058,02.04.2024,Bob Bobson
hedgehog,Germany,0.8,18.0,male,48.161892,11.493888,02.04.2024,Bob Bobson
hedgehog,Germany,0.6,15.0,female,48.161218,11.494677,02.04.2024,Bob Bobson
hedgehog,Germany,0.8,23.0,male,48.161452,11.495239,02.04.2024,Bob Bobson
hedgehog,Germany,0.6,16.0,female,48.160915,11.489927,02.04.2024,Bob Bobson
hedgehog,Germany,0.7,19.0,male,48.162169,11.495473,02.04.2024,Bob Bobson
hedgehog,Germany,1.0,25.0,female,49.54629,11.085729,02.04.2024,Bob Bobson
hedgehog,Germany,1.1,23.0,male,49.559558,11.08115,02.04.2024,Bob Bobson
red squirrel,Austria,0.273,19.0,female,47.781613,14.385153,02.04.2024,Bob Bobson
red squirrel,Austria,0.33,18.0,female,47.781637,14.385383,02.04.2024,Bob Bobson
red squirrel,Austria,0.262,18.0,female,47.781838,14.382938,02.04.2024,Bob Bobson
red squirrel,Austria,0.31,19.0,female,47.780925,14.383695,02.04.2024,Bob Bobson
red squirrel,Austria,0.334,21.0,female,47.781449,14.383421,02.04.2024,Bob Bobson
red squirrel,Austria,0.27,20.0,female,47.7818,14.383699,02.04.2024,Bob Bobson
red squirrel,Austria,0.277,18.0,male,47.781073,14.383506,02.04.2024,Bob Bobson
red squirrel,Germany,0.258,19.0,male,48.162251,11.494811,02.04.2024,Bob Bobson
red squirrel,Germany,0.256,16.0,female,48.160432,11.494472,02.04.2024,Bob Bobson
red squirrel,Germany,0.317,21.0,female,48.162563,11.495277,02.04.2024,Bob Bobson
red squirrel,Germany,0.266,18.0,female,48.161906,11.490434,02.04.2024,Bob Bobson
red squirrel,Germany,0.283,21.0,male,49.562324,11.092212,02.04.2024,Bob Bobson
red squirrel,Germany,0.305,18.0,female,49.561973,11.086554,02.04.2024,Bob Bobson
red squirrell,Austria,0.282,18.0,male,47.781755,14.385083,02.04.2024,Bob Bobson
red squirrell,Germany,0.318,18.0,male,49.557527,11.089447,02.04.2024,Bob Bobson
lynx,Slovakia,27.0,94.0,female,48.411163,18.864362,02.04.2024,John Johnson
red squirrel,Slovakia,0.339,20.0,male,48.410771,18.865888,02.04.2024,John Johnson
red squirrel,Slovakia,0.302,19.0,male,48.410201,18.862513,02.04.2024,John Johnson
red squirrel,Slovakia,0.276,19.0,male,48.408111,18.865646,02.04.2024,John Johnson
red squirrel,Slovakia,0.252,19.0,female,48.410932,18.861704,02.04.2024,John Johnson
red squirrel,Slovakia,0.293,19.0,male,48.227614,17.072903,02.04.2024,John Johnson
red squirrel,Hungary,0.286,18.0,male,47.50826,18.948349,03.04.2024,Anne Anthony
hedgehog,Germany,1.2,22.0,male,49.551211,11.077661,03.04.2024,Bob Bobson
hedgehog,Germany,0.9,23.0,female,49.562583,11.082312,03.04.2024,Bob Bobson
hedgehog,Germany,0.7,23.0,female,49.547597,11.079679,03.04.2024,Bob Bobson
,,,,,,,03.04.2024,James Johnson
hedgehog,Slovakia,1.2,26.0,male,48.40912,18.869274,03.04.2024,John Johnson
red squirrel,Czech Republic,0.258,21.0,female,49.938787,14.178284,03.04.2024,John Johnson
European bison,Poland,1000.0,295.0,male,52.809543,23.708564,04.04.2024,Anne Anthony
hedgehog,Hungary,0.7,23.0,female,47.508516,18.949429,04.04.2024,Anne Anthony
hedgehog,Hungary,1.2,24.0,male,47.508941,18.948915,04.04.2024,Anne Anthony
red squirrel,Poland,0.337,22.0,female,50.041819,19.951542,04.04.2024,Anne Anthony
red squirrel,Poland,0.272,23.0,female,50.0418,19.950244,04.04.2024,Anne Anthony
red squirrel,Hungary,0.262,22.0,male,47.508905,18.94657,04.04.2024,Anne Anthony
European bison,Poland,557.0,255.0,female,52.811204,23.697814,05.04.2024,Anne Anthony
hedgehog,Hungary,0.8,17.0,female,47.507073,18.947873,05.04.2024,Anne Anthony
hedgehog,Austria,0.9,22.0,female,47.31758,11.187606,05.04.2024,Bob Bobson
hedgehog,Austria,0.8,16.0,male,47.31947,11.18573,05.04.2024,Bob Bobson
hedgehog,Austria,0.7,18.0,male,47.319812,11.18479,05.04.2024,Bob Bobson
hedgehog,Austria,0.8,20.0,female,47.316383,11.188381,05.04.2024,Bob Bobson
red squirrel,Austria,0.299,20.0,female,47.781131,14.382207,05.04.2024,Bob Bobson
red squirrel,Australia,0.266,20.0,female,47.781632,14.382365,05.04.2024,Bob Bobson
red squirrel,Austria,0.308,18.0,male,47.780904,14.385669,05.04.2024,Bob Bobson
red squirrel,Austria,0.264,22.0,male,47.781089,14.385211,05.04.2024,Bob Bobson
red squirrel,Austria,0.322,20.0,male,47.781333,14.382547,05.04.2024,Bob Bobson
red squirrel,Austria,0.332,18.0,female,47.780927,14.382188,05.04.2024,Bob Bobson
red squirrel,Austria,0.253,21.0,male,47.856032,15.076768,05.04.2024,Bob Bobson
red squirrel,Germany,0.317,20.0,female,49.545913,11.081051,05.04.2024,Bob Bobson
red squirrel,Germany,0.327,20.0,male,49.550428,11.077659,05.04.2024,Bob Bobson
red squirrel,Germany,0.255,19.0,female,49.558869,11.076638,05.04.2024,Bob Bobson
hedgehog,Slovakia,0.8,21.0,female,48.412408,18.869074,05.04.2024,John Johnson
lynx,Czech Republic,15.0,70.0,male,50.883894,14.372364,05.04.2024,John Johnson
red squirrel,Slovakia,0.3,19.0,female,48.229837,17.089218,05.04.2024,John Johnson
European buster,Poland,589.0,279.0,female,52.808704,23.705504,06.04.2024,Anne Anthony
hedgehog,HU,0.7,16.0,female,47.510231,18.940042,06.04.2024,Anne Anthony
hedgehog,Hungary,0.8,14.0,female,47.509073,18.946838,06.04.2024,Anne Anthony
red squirrel,Poland,0.348,23.0,male,50.041252,19.950033,06.04.2024,Anne Anthony
red squirrel,Austria,0.294,22.0,male,47.855007,15.076539,06.04.2024,Bob Bobson
red squirrel,Germany,0.299,19.0,male,,,06.04.2024,Bob Bobson
red squirrel,Germany,0.314,19.0,female,,,06.04.2024,Bob Bobson
red squirrel,Germany,0.297,20.0,male,,,06.04.2024,Bob Bobson
red squirrel,Germany,0.298,21.0,male,,,06.04.2024,Bob Bobson
red squirrel,Germany,0.301,19.0,male,,,06.04.2024,Bob Bobson
red squirrel,Germany,0.267,20.0,female,,,06.04.2024,Bob Bobson
red squirrel,Germany,0.315,21.0,male,,,06.04.2024,Bob Bobson
red squirrel,Germany,0.3,21.0,female,,,06.04.2024,Bob Bobson
red squirrel,Germany,0.3,21.0,male,,,06.04.2024,Bob Bobson
red squirrel,Germany,0.264,22.0,female,,,06.04.2024,Bob Bobson
red squirrel,Germany,0.251,21.0,male,,,06.04.2024,Bob Bobson
red squirrel,Germany,0.302,22.0,female,,,06.04.2024,Bob Bobson
red squirrel,Germany,0.262,22.0,female,,,06.04.2024,Bob Bobson
red squirrel,Germany,0.301,20.0,male,,,06.04.2024,Bob Bobson
red squirrel,Germany,0.243,19.0,male,,,06.04.2024,Bob Bobson
red squirrel,Germany,0.314,20.0,male,,,06.04.2024,Bob Bobson
red squirrel,Germany,0.244,20.0,male,,,06.04.2024,Bob Bobson
red squirrel,Germany,0.25,22.0,male,,,06.04.2024,Bob Bobson
red squirrel,Germany,0.272,20.0,male,,,06.04.2024,Bob Bobson
red squirrel,Germany,0.289,20.0,male,,,06.04.2024,Bob Bobson
red squirrel,Germany,0.315,20.0,male,,,06.04.2024,Bob Bobson
red squirrel,Germany,0.304,21.0,male,,,06.04.2024,Bob Bobson
red squirrel,Germany,0.241,19.0,male,,,06.04.2024,Bob Bobson
red squirrel,Germany,0.248,22.0,male,,,06.04.2024,Bob Bobson
red squirrel,Germany,0.29,21.0,male,,,06.04.2024,Bob Bobson
,Austria,0.319,20.0,male,,,06.04.2024,Bob Bobson
,Austria,0.292,19.0,female,,,06.04.2024,Bob Bobson
,Austria,0.319,19.0,female,,,06.04.2024,Bob Bobson
,Austria,0.298,20.0,male,,,06.04.2024,Bob Bobson
,Austria,0.255,22.0,male,,,06.04.2024,Bob Bobson
,Austria,0.3,20.0,male,,,06.04.2024,Bob Bobson
,Austria,0.252,21.0,male,,,06.04.2024,Bob Bobson
hedgehog,Slovakia,0.8,17.0,male,48.409645,18.872415,06.04.2024,John Johnson
lynx?,Czech Republic,26.0,88.0,female,50.883881,14.373018,06.04.2024,John Johnson
red squirrel,Czech Republic,0.316,23.0,female,49.93931,14.181266,06.04.2024,John Johnson
red squirrel,Czech Republic,0.327,21.0,male,49.938616,14.181291,06.04.2024,John Johnson
red squirrel,Czech Republic,0.288,18.0,male,49.937839,14.179075,06.04.2024,John Johnson
red squirrel,Czech Republic,0.313,22.0,female,49.939308,14.180747,06.04.2024,John Johnson
European bison,Poland,1100.0,350.0,male,52.803316,23.686301,07.04.2024,Anne Anthony
hedgehog,Hungary,0.9,16.0,female,47.506638,18.940091,07.04.2024,Anne Anthony
lynx,Poland,23.0,73.0,male,52.823016,23.812286,07.04.2024,Anne Anthony
red squirrel,Hungary,0.319,18.0,male,47.508665,18.940456,07.04.2024,Anne Anthony
red squirrell,Hungary,0.28,21.0,female,47.510978,18.942963,07.04.2024,Anne Anthony
red squirrel,Austria,0.264,22.0,female,47.857586,15.081328,07.04.2024,Bob Bobson
red squirrel,Austria,0.334,19.0,male,47.856971,15.078984,07.04.2024,Bob Bobson
red squirrel,Austria,0.278,21.0,male,47.856769,15.076411,07.04.2024,Bob Bobson
red squirrel,Austria,0.333,22.0,female,47.855379,15.077237,07.04.2024,Bob Bobson
red squirrel,Austria,0.323,23.0,male,47.856015,15.08325,07.04.2024,Bob Bobson
hedgehog,Slovakia,1.1,16.0,female,48.413154,18.875356,07.04.2024,John Johnson
red squirrel,PL,0.265,22.0,female,50.041147,19.95046,08.04.2024,Anne Anthony
red squirrel,Austria,0.27,23.0,female,47.853881,15.078367,08.04.2024,Bob Bobson
red squirrel,Austria,0.299,19.0,female,47.854855,15.082168,08.04.2024,Bob Bobson
red squirrel,Austria,0.3,21.0,male,47.855216,15.078877,08.04.2024,Bob Bobson
red squirrel,Austria,0.338,19.0,male,47.857495,15.07895,08.04.2024,Bob Bobson
red squirrel,Austria,0.285,21.0,female,47.853875,15.078745,08.04.2024,Bob Bobson
red squirrel,Austria,0.333,19.0,female,47.854756,15.082892,08.04.2024,Bob Bobson
red squirrel,Austria,0.323,23.0,male,47.854099,15.076812,08.04.2024,Bob Bobson
European bison,CC,560.0,250.0,female,50.645077,14.840304,08.04.2024,John Johnson
hedgehog,Slovakia,1.1,25.0,male,48.41259,18.87302,08.04.2024,John Johnson
red squirrel,Slovakia,-0.252,21.0,male,49.057599,22.422203,08.04.2024,John Johnson
red squirrel,Slovakia,0.26,18.0,male,49.053175,22.414666,08.04.2024,John Johnson
red squirrel,Slovakia,0.329,20.0,male,49.054663,22.412082,08.04.2024,John Johnson
red squirrel,Slovakia,0.33,21.0,female,49.055275,22.41421,08.04.2024,John Johnson
red squirrel,Slovakia,0.271,23.0,male,49.052914,22.42299,08.04.2024,John Johnson
red squirrel,Slovakia,0.298,18.0,female,49.055453,22.423536,08.04.2024,John Johnson
red squirrel,Slovakia,0.281,23.0,male,49.056583,22.415432,08.04.2024,John Johnson
red squirrel,Slovakia,0.316,22.0,female,49.054586,22.41368,08.04.2024,John Johnson
red squirrel,Slovakia,0.265,18.0,male,49.056946,22.424916,08.04.2024,John Johnson
red squirrel,Poland,0.296,22.0,male,50.041497,19.950657,09.04.2024,Anne Anthony
red squirrel,Hungary,0.257,20.0,female,47.509375,18.939808,09.04.2024,Anne Anthony
red squirrel,Czech Republic,0.313,21.0,male,49.937425,14.182723,09.04.2024,John Johnson
red squirrel,Czech Republic,0.282,19.0,female,49.939072,14.180063,09.04.2024,John Johnson
European bison,PL,486.0,235.0,female,52.809086,23.696425,10.04.2024,Anne Anthony
lynx,PL,22.0,78.0,male,52.821625,23.818063,10.04.2024,Anne Anthony
hedgehog,Slovakia,1.2,26.0,male,48.409469,18.861715,10.04.2024,John Johnson
red squirrel,Czech Republic,0.257,21.0,male,50.107147,14.347009,10.04.2024,John Johnson
European bison,Poland,610.0,281.0,female,52.810989,23.689137,11.04.2024,Anne Anthony
hedgehog,Hungary,0.8,17.0,female,47.507081,18.939062,11.04.2024,Anne Anthony
red squirrel,Poland,0.325,20.0,female,50.041347,19.950773,11.04.2024,Anne Anthony
red squirrel,Hungary,0.275,21.0,female,47.506071,18.949311,11.04.2024,Anne Anthony
red squirrel,Hungary,0.285,20.0,male,47.509655,18.943576,11.04.2024,Anne Anthony
red squirrel,Australia,0.31,23.0,male,47.856092,15.083547,11.04.2024,Bob Bobson
red squirrel,Austria,0.256,19.0,male,47.854876,15.08295,11.04.2024,Bob Bobson
red squirrel,Austria,0.285,23.0,male,47.857535,15.078083,11.04.2024,Bob Bobson
red squirrel,Germany,0.303,19.0,female,48.162437,11.494298,11.04.2024,Bob Bobson
red squirrel,Germany,0.273,19.0,male,48.161106,11.48991,11.04.2024,Bob Bobson
red squirrel,Germany,0.267,22.0,female,48.161385,11.492571,11.04.2024,Bob Bobson
red squirrel,Germany,0.258,20.0,female,48.162137,11.494415,11.04.2024,Bob Bobson
red squirrel,Germany,0.296,18.0,male,48.162162,11.493917,11.04.2024,Bob Bobson
lynx,Slovakia,22.0,88.0,male,48.40855,18.864935,11.04.2024,John Johnson
red squirrel,Czech Republic,0.308,22.0,female,50.106721,14.346231,11.04.2024,John Johnson
European bison,Poland,853.0,287.0,male,52.80356,23.690378,12.04.2024,Anne Anthony
red squirrel,Germany,0.302,18.0,female,48.160992,11.495374,12.04.2024,Bob Bobson
hedgehog,Slovakia,1.0,20.0,female,48.408713,18.863829,12.04.2024,John Johnson
red squirrel,Czech Republic,0.325,21.0,female,50.106483,14.348192,12.04.2024,John Johnson
hedgehog,HU,1.2,23.0,male,47.511267,18.940191,13.04.2024,Anne Anthony
red squirrel,Poland,0.264,20.0,male,50.041366,19.949936,13.04.2024,Anne Anthony
red squirrel,Poland,,,male,50.041573,19.94985,13.04.2024,Anne Anthony
red squirrel,Poland,0.32,23.0,female,50.041554,19.95113,13.04.2024,Anne Anthony
red squirrel,Poland,0.298,23.0,male,52.211967,21.032924,13.04.2024,Anne Anthony
hedgehog,Slovakia,0.8,23.0,male,48.412843,18.872614,13.04.2024,John Johnson
hedgehog,Slovakia,0.8,16.0,male,48.407138,18.867247,13.04.2024,John Johnson
hedgehog,Hungary,0.4,17.0,female,47.509261,18.949967,14.04.2024,Anne Anthony
lynx,Poland,20.0,90.0,female,52.824608,23.817396,14.04.2024,Anne Anthony
red squirrel,Hungary,0.297,18.0,male,47.506306,18.946099,14.04.2024,Anne Anthony
red squirrel,Hungary,0.308,20.0,female,47.510068,18.947176,14.04.2024,Anne Anthony
red squirrel,Hungary,0.268,19.0,male,47.51106,18.939832,14.04.2024,Anne Anthony
red squirrel,Germany,0.259,22.0,male,48.160831,11.492403,14.04.2024,Bob Bobson
European bisson,Poland,700.0,286.0,male,52.808503,23.69937,15.04.2024,Anne Anthony
hedgehog,Hungary,0.7,15.0,male,47.511427,18.948714,15.04.2024,Anne Anthony
red squirrel,Poland,0.278,21.0,female,52.211888,21.03235,15.04.2024,Anne Anthony
red squirrel,Germany,0.339,19.0,female,48.161422,11.491813,15.04.2024,Bob Bobson
red squirrel,Germany,0.307,22.0,male,48.16079,11.489549,15.04.2024,Bob Bobson
red squirrel,Germany,0.256,20.0,female,48.161009,11.491557,15.04.2024,Bob Bobson
red squirrel,Germany,0.29,20.0,male,48.160807,11.494219,15.04.2024,Bob Bobson
red squirrel,Germany,0.323,18.0,female,48.161794,11.494325,15.04.2024,Bob Bobson
red squirrel,Germany,0.293,21.0,male,48.161069,11.49303,15.04.2024,Bob Bobson
red squirrel,Germany,0.326,18.0,female,48.16087,11.49027,15.04.2024,Bob Bobson
red squirrel,Germany,0.266,21.0,female,48.16056,11.490806,15.04.2024,Bob Bobson
hedgehog,Slovakia,0.5,18.0,female,48.409909,18.867006,15.04.2024,John Johnson
red squirrel,Czech Republic,0.317,19.0,male,50.106373,14.347574,15.04.2024,John Johnson
hedgehog,Hungary,0.5,19.0,female,47.50643,18.947912,16.04.2024,Anne Anthony
hedgehog,Hungary,0.6,15.0,male,47.506663,18.94032,16.04.2024,Anne Anthony
red squirrel,Hungary,0.254,20.0,female,47.508169,18.947418,16.04.2024,Anne Anthony
red squirrel,Germany,0.313,19.0,male,48.161902,11.49458,16.04.2024,Bob Bobson
red squirrel,Germany,0.2,14.0,male,49.554765,11.0922,16.04.2024,Bob Bobson
red squirrel,Germany,0.278,18.0,female,49.558466,11.096048,16.04.2024,Bob Bobson
hedgehog,Slovakia,0.6,25.0,male,48.407605,18.876341,16.04.2024,John Johnson
red squirrel,Poland,0.298,19.0,female,52.212379,21.032913,17.04.2024,Anne Anthony
